S,Input_d,d_ref,vel_ref,Input_vel,vel_md,vel_mi,curva,fuzzyOut,VELpwm_out,Input_theta,direccion,thethaPWM_out,E
S,36.90,9.30,9.97,11.22,22.44,0.00,45.00,0.06,384.29,-3.42,1.00,380.00,E
S,36.90,9.30,9.97,8.73,19.95,-2.49,45.00,0.06,7.71,-1.40,1.00,161.04,E
S,17.00,9.30,20.59,21.19,27.43,14.96,25.00,0.48,1023.00,0.07,1.00,119.21,E
S,17.00,9.30,20.83,9.97,12.47,7.48,10.00,0.48,461.02,-0.23,1.00,179.46,E
S,17.00,9.30,31.93,20.78,24.93,16.62,25.00,0.89,1023.00,-1.30,1.00,262.92,E
S,7.50,9.30,-2.69,-2.49,0.00,-4.99,15.00,0.96,-280.75,2.13,0.00,-137.17,E
S,7.50,9.30,3.17,3.74,14.96,-7.48,45.00,0.43,520.42,-2.52,1.00,392.00,E
S,5.30,9.30,-11.98,-7.48,-7.48,-7.48,0.00,0.99,-488.77,0.24,0.00,118.60,E
S,5.30,9.30,-8.76,-4.99,-6.65,-3.32,10.00,0.83,397.12,0.19,1.00,37.26,E
S,5.30,9.30,-8.90,-4.99,-4.99,-4.99,0.00,0.83,-595.40,-0.52,0.00,212.09,E
S,6.20,9.30,-6.38,-3.74,-7.48,0.00,15.00,0.85,-129.02,-0.57,0.00,194.36,E
S,6.20,9.30,0.88,-4.16,-8.31,0.00,25.00,0.89,0.00,-0.46,0.00,0.00,E
S,6.20,9.30,0.88,-3.74,-7.48,0.00,15.00,0.89,0.00,-0.46,0.00,0.00,E
S,6.20,9.30,0.08,-2.49,-4.99,0.00,10.00,0.99,0.00,-0.46,0.00,0.00,E
S,40.00,9.30,10.23,9.97,12.47,7.48,10.00,0.07,-132.09,0.34,0.00,-87.44,E
S,40.00,9.30,9.97,11.22,22.44,0.00,45.00,0.06,218.09,-3.03,1.00,369.46,E
S,40.00,9.30,10.00,9.97,19.95,0.00,40.00,0.06,402.85,-1.76,1.00,222.15,E
S,40.00,9.30,10.37,8.73,14.96,2.49,25.00,0.07,442.41,0.33,1.00,39.06,E
S,40.00,9.30,0.06,4.99,4.99,4.99,0.00,0.99,0.00,0.82,1.00,0.00,E
S,40.00,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,0.82,1.00,0.00,E
S,40.00,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,0.82,1.00,0.00,E
S,13.00,9.30,13.28,3.74,7.48,0.00,15.00,0.73,151.02,-1.70,1.00,24.03,E
S,13.70,9.30,15.22,21.19,27.43,14.96,25.00,0.71,-731.05,1.41,0.00,-1023.00,E
S,13.70,9.30,15.31,7.48,9.97,4.99,10.00,0.70,-348.26,1.79,0.00,-66.63,E
S,13.70,9.30,1.63,8.73,14.96,2.49,25.00,0.80,0.00,1.79,0.00,0.00,E
S,13.70,9.30,0.08,7.48,12.47,2.49,20.00,0.99,0.00,1.79,0.00,0.00,E
S,7.40,9.30,-6.94,-8.73,-4.99,-12.47,15.00,0.95,-327.35,1.36,0.00,-117.14,E
S,7.40,9.30,-7.02,-7.48,-4.99,-9.97,15.00,0.95,408.35,1.41,1.00,-311.05,E
S,7.40,9.30,-7.63,-3.74,-4.99,-2.49,5.00,0.99,110.92,1.94,1.00,-298.87,E
S,8.10,9.30,-4.96,-3.74,-7.48,0.00,15.00,0.99,-245.17,-0.76,0.00,39.86,E
S,8.10,9.30,-4.99,-4.99,-7.48,-2.49,10.00,0.99,-256.57,-0.71,0.00,62.25,E
S,11.20,9.30,7.40,11.22,9.97,12.47,5.00,0.93,-613.44,-0.75,0.00,677.04,E
S,11.20,9.30,7.47,9.97,9.97,9.97,0.00,0.93,353.65,-1.23,1.00,181.23,E
S,11.20,9.30,7.76,11.22,17.45,4.99,25.00,0.48,-84.62,0.78,0.00,-46.03,E
S,18.20,9.30,21.28,11.22,14.96,7.48,15.00,0.48,1023.00,-0.48,1.00,99.10,E
S,18.20,9.30,32.97,24.93,32.41,19.95,25.00,0.89,1023.00,-1.55,1.00,188.14,E
S,11.30,9.30,8.55,11.22,17.45,4.99,25.00,0.79,444.79,-2.21,1.00,290.59,E
S,11.30,9.30,8.69,6.23,12.47,0.00,25.00,0.89,-599.80,1.36,0.00,-16.07,E
S,11.30,9.30,1.63,4.99,12.47,-2.49,30.00,0.80,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.08,7.48,14.96,0.00,30.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.08,2.49,4.99,0.00,10.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.08,2.49,4.99,0.00,10.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.10,1.25,2.49,0.00,5.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-1.12,1.00,0.00,E
S,11.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-1.12,1.00,0.00,E
S,10.50,9.30,4.87,0.00,0.00,0.00,0.00,0.99,736.97,2.41,1.00,-1023.00,E
S,10.50,9.30,4.92,3.74,-2.49,9.97,25.00,0.99,197.25,1.47,1.00,-100.75,E
S,10.50,9.30,4.98,3.74,2.49,4.99,5.00,0.99,214.35,-0.43,1.00,13.60,E
S,10.70,9.30,5.82,4.99,4.99,4.99,0.00,0.99,536.89,-0.42,1.00,2.76,E
S,10.70,9.30,5.88,4.99,7.48,2.49,10.00,0.99,180.72,-0.59,1.00,-0.04,E
S,10.90,9.30,6.73,2.49,2.49,2.49,0.00,0.99,136.98,-0.67,1.00,78.29,E
S,10.90,9.30,7.16,8.73,17.45,0.00,35.00,0.69,255.31,-0.55,1.00,-28.57,E
S,10.90,9.30,6.87,7.48,9.97,4.99,10.00,0.98,492.55,0.22,1.00,-51.51,E
S,11.20,9.30,8.12,9.97,12.47,7.48,10.00,0.95,569.33,0.49,1.00,-116.53,E
S,11.20,9.30,8.19,6.23,7.48,4.99,5.00,0.93,408.46,0.53,1.00,-128.09,E
S,11.10,9.30,7.87,7.48,7.48,7.48,0.00,0.99,-195.09,2.74,0.00,-298.96,E
S,11.10,9.30,7.95,8.73,14.96,2.49,25.00,0.96,8.17,-0.48,1.00,20.20,E
S,11.10,9.30,8.02,4.99,4.99,4.99,0.00,0.99,595.46,-0.27,1.00,-1.58,E
S,11.30,9.30,8.82,8.73,9.97,7.48,5.00,0.92,162.83,-1.05,1.00,58.87,E
S,11.20,9.30,8.69,4.99,7.48,2.49,10.00,0.95,724.20,-0.40,1.00,-21.63,E
S,11.20,9.30,8.80,6.23,9.97,2.49,15.00,0.99,375.01,0.50,1.00,-337.43,E
S,10.80,9.30,7.27,6.23,4.99,7.48,5.00,0.99,337.88,1.36,1.00,-231.00,E
S,10.80,9.30,7.33,8.73,9.97,7.48,5.00,0.99,-22.26,2.76,0.00,-1023.00,E
S,11.00,9.30,8.18,7.48,7.48,7.48,0.00,0.96,483.85,0.10,1.00,-9.63,E
S,11.00,9.30,8.26,8.31,8.31,8.31,0.00,0.99,190.31,2.59,0.00,-321.89,E
S,10.70,9.30,7.13,6.23,12.47,0.00,25.00,0.99,145.84,-0.34,1.00,1023.00,E
S,10.70,9.30,7.18,4.99,7.48,2.49,10.00,0.99,725.03,0.92,1.00,-239.46,E
S,10.70,9.30,7.24,6.23,4.99,7.48,5.00,0.99,551.19,1.09,1.00,-258.53,E
S,10.70,9.30,7.29,8.73,4.99,12.47,15.00,0.99,0.89,0.53,1.00,-175.29,E
S,10.70,9.30,7.35,6.23,2.49,9.97,15.00,0.99,10.65,-0.49,1.00,21.13,E
S,10.90,9.30,8.20,9.97,9.97,9.97,0.00,0.97,-231.55,3.10,0.00,-421.16,E
S,10.90,9.30,8.26,3.74,7.48,0.00,15.00,0.98,903.88,-1.48,1.00,1023.00,E
S,10.90,9.30,8.23,11.22,19.95,2.49,35.00,0.70,-205.46,2.12,0.00,-1023.00,E
S,10.60,9.30,7.19,7.48,2.49,12.47,20.00,0.99,12.65,1.56,1.00,-323.93,E
S,10.60,9.30,7.24,9.97,4.99,14.96,20.00,0.99,603.77,-0.34,1.00,-106.28,E
S,10.60,9.30,7.30,7.48,4.99,9.97,10.00,0.99,407.81,-1.52,1.00,-56.76,E
S,10.60,9.30,7.35,9.97,9.97,9.97,0.00,0.99,232.89,-1.92,1.00,56.61,E
S,10.60,9.30,7.40,7.48,9.97,4.99,10.00,0.99,238.44,-1.60,1.00,0.57,E
S,10.50,9.30,7.05,7.48,9.97,4.99,10.00,0.99,183.36,-1.34,1.00,17.86,E
S,10.50,9.30,7.10,7.48,7.48,7.48,0.00,0.99,191.48,-1.11,1.00,21.50,E
S,10.30,9.30,6.34,6.23,4.99,7.48,5.00,0.99,451.55,-1.25,1.00,25.92,E
S,10.30,9.30,6.39,6.23,7.48,4.99,5.00,0.99,269.26,-1.17,1.00,34.18,E
S,10.30,9.30,6.42,6.23,9.97,2.49,15.00,0.99,582.52,-0.48,1.00,-84.21,E
S,10.40,9.30,6.86,8.73,12.47,4.99,15.00,0.99,-37.08,0.68,0.00,-130.91,E
S,10.40,9.30,6.91,6.23,2.49,9.97,15.00,0.99,344.23,0.77,1.00,-152.62,E
S,10.80,9.30,8.55,11.22,7.48,14.96,15.00,0.99,224.28,-0.37,1.00,-15.75,E
S,10.80,9.30,8.61,8.73,12.47,7.48,15.00,0.99,36.19,-0.80,1.00,-13.32,E
S,10.60,9.30,7.99,6.23,4.99,7.48,5.00,0.99,493.84,0.90,0.00,-212.70,E
S,10.60,9.30,8.04,8.73,7.48,9.97,5.00,0.99,134.26,-0.69,1.00,-22.92,E
S,10.50,9.30,7.69,7.48,7.48,7.48,0.00,0.99,269.37,-0.56,1.00,-52.40,E
S,10.50,9.30,7.74,7.48,7.48,7.48,0.00,0.99,464.64,-0.98,1.00,16.87,E
S,10.50,9.30,7.79,7.48,7.48,7.48,0.00,0.99,286.40,-1.13,1.00,42.59,E
S,10.30,9.30,7.03,8.73,9.97,7.48,5.00,0.99,363.62,-1.08,1.00,34.84,E
S,10.30,9.30,7.07,6.23,7.48,4.99,5.00,0.99,370.36,-0.57,1.00,-22.08,E
S,10.50,9.30,7.91,7.48,7.48,7.48,0.00,0.99,310.57,-0.44,1.00,-13.48,E
S,10.50,9.30,7.96,7.48,7.48,7.48,0.00,0.99,132.07,-0.45,1.00,16.37,E
S,10.50,9.30,8.01,8.73,9.97,7.48,5.00,0.99,330.07,-0.56,1.00,6.24,E
S,10.60,9.30,8.45,8.73,7.48,9.97,5.00,0.99,211.22,0.00,1.00,-60.69,E
S,10.60,9.30,8.51,7.48,7.48,7.48,0.00,0.99,406.83,-0.21,1.00,-15.76,E
S,10.60,9.30,0.10,6.23,4.99,7.48,5.00,0.99,0.00,-0.19,1.00,0.00,E
S,10.60,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,-0.19,1.00,0.00,E
S,10.60,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,-0.19,1.00,0.00,E
S,10.60,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,-0.19,1.00,0.00,E
S,10.60,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,-0.19,1.00,0.00,E
S,10.70,9.30,5.69,3.74,4.99,2.49,5.00,0.99,120.41,-0.62,1.00,51.86,E
S,10.70,9.30,5.74,4.99,4.99,4.99,0.00,0.99,330.10,-0.10,1.00,15.62,E
S,10.70,9.30,5.93,6.23,4.99,7.48,5.00,0.93,175.63,-0.11,1.00,30.81,E
S,11.20,9.30,7.86,8.73,9.97,7.48,5.00,0.93,111.59,-0.39,1.00,56.57,E
S,11.20,9.30,7.93,6.23,7.48,4.99,5.00,0.92,701.72,-0.11,1.00,9.40,E
S,11.30,9.30,8.40,7.48,7.48,7.48,0.00,0.99,222.35,0.27,1.00,10.35,E
S,11.30,9.30,8.51,7.48,7.48,7.48,0.00,0.92,435.81,0.03,1.00,-42.22,E
S,10.80,9.30,6.64,6.23,4.99,7.48,5.00,0.99,463.61,-0.09,1.00,37.00,E
S,10.80,9.30,6.70,4.99,4.99,4.99,0.00,0.99,554.96,-0.01,1.00,22.83,E
S,10.80,9.30,0.06,4.99,4.99,4.99,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.10,3.74,4.99,2.49,5.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.80,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.07,1.00,0.00,E
S,10.40,9.30,4.48,2.49,0.00,4.99,10.00,0.99,311.58,0.51,1.00,-57.19,E
S,10.40,9.30,4.53,3.74,2.49,4.99,5.00,0.99,138.35,-0.05,1.00,20.45,E
S,10.40,9.30,4.56,2.49,2.49,2.49,0.00,0.99,-34.85,0.15,0.00,-156.25,E
S,10.30,9.30,4.20,2.49,2.49,2.49,0.00,0.99,107.99,0.15,1.00,-19.40,E
S,10.30,9.30,4.26,1.25,2.49,0.00,5.00,0.99,495.44,0.14,1.00,-13.52,E
S,10.30,9.30,0.06,2.49,2.49,2.49,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.10,1.25,0.00,2.49,5.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.02,1.00,0.00,E
S,10.30,9.30,4.09,6.23,7.48,4.99,5.00,0.99,63.50,-0.02,1.00,-28.75,E
S,10.30,9.30,4.13,2.49,2.49,2.49,0.00,0.99,75.67,0.05,1.00,-74.33,E
S,10.30,9.30,0.06,4.99,4.99,4.99,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,10.30,9.30,0.06,0.00,0.00,0.00,0.00,0.99,0.00,0.19,0.00,0.00,E
S,11.60,9.30,9.28,4.99,4.99,4.99,0.00,0.99,648.84,0.21,1.00,-18.11,E
S,11.60,9.30,9.37,7.48,4.99,9.97,10.00,0.99,678.36,0.26,1.00,-6.81,E
S,11.60,9.30,9.31,7.48,7.48,7.48,0.00,0.89,533.66,-0.10,1.00,-52.43,E
S,13.30,9.30,14.97,16.21,17.45,14.96,5.00,0.83,292.91,0.32,1.00,-91.11,E
S,13.30,9.30,15.10,11.64,11.64,11.64,0.00,0.83,-62.44,0.32,0.00,-44.02,E
S,14.90,9.30,20.57,16.21,17.45,14.96,5.00,0.83,1023.00,-0.05,1.00,-7.61,E
S,14.90,9.30,20.75,15.79,16.62,14.96,5.00,0.83,-259.51,0.10,0.00,-19.32,E
S,14.90,9.30,23.55,17.45,17.45,17.45,0.00,0.99,1023.00,0.54,1.00,-85.87,E
S,16.40,9.30,30.06,22.44,22.44,22.44,0.00,0.99,1023.00,1.32,1.00,-141.09,E
S,17.00,9.30,32.75,26.18,27.43,24.93,5.00,0.99,1023.00,1.23,1.00,-201.55,E
S,17.00,9.30,33.06,17.45,17.45,17.45,0.00,0.99,1023.00,1.81,1.00,-243.87,E
S,17.00,9.30,28.78,17.45,17.45,17.45,0.00,0.81,1023.00,2.38,1.00,-360.05,E
S,17.70,9.30,21.97,14.13,11.64,16.62,15.00,0.49,224.28,2.40,1.00,-398.89,E
S,17.70,9.30,31.36,17.45,16.62,19.95,5.00,0.80,1023.00,1.92,1.00,-349.28,E
S,18.10,9.30,38.74,14.96,14.96,14.96,0.00,0.99,1023.00,1.33,1.00,-315.57,E
S,18.60,9.30,33.38,33.66,34.91,32.41,5.00,0.79,1023.00,0.76,1.00,-302.81,E
S,18.60,9.30,33.74,26.18,27.43,24.93,5.00,0.80,1023.00,0.75,1.00,-289.05,E
S,18.10,9.30,39.75,14.96,14.96,14.96,0.00,0.99,1023.00,0.69,1.00,-301.15,E
S,18.10,9.30,33.74,23.69,22.44,24.93,5.00,0.80,1023.00,0.62,1.00,-288.80,E
S,18.10,9.30,39.75,24.93,24.93,27.43,5.00,0.99,1023.00,0.54,1.00,-318.85,E
S,17.20,9.30,37.97,24.93,24.93,24.93,0.00,0.99,1023.00,0.51,1.00,-329.82,E
S,17.20,9.30,33.20,28.67,29.92,27.43,5.00,0.83,1023.00,0.45,1.00,-313.83,E
S,16.10,9.30,34.19,23.69,22.44,24.93,5.00,0.99,1023.00,0.50,1.00,-347.58,E
S,16.10,9.30,34.46,24.93,24.93,27.43,0.00,0.99,1023.00,0.30,1.00,-307.15,E
S,15.20,9.30,20.27,27.43,27.43,27.43,0.00,0.53,1023.00,0.19,1.00,-309.75,E
S,15.20,9.30,27.44,29.92,29.92,29.92,0.00,0.83,1023.00,0.03,1.00,-315.42,E
S,15.20,9.30,31.59,26.18,27.43,24.93,5.00,0.99,1023.00,-0.07,1.00,-263.76,E
S,14.10,9.30,24.16,18.70,17.45,19.95,5.00,0.83,1023.00,-0.03,1.00,-267.45,E
S,14.10,9.30,27.60,23.69,24.93,22.44,5.00,0.99,1023.00,-0.24,1.00,-259.05,E
S,13.80,9.30,23.47,26.18,24.93,27.43,5.00,0.83,1023.00,-0.39,1.00,-218.01,E
S,13.80,9.30,23.62,29.92,29.92,29.92,0.00,0.83,1023.00,-0.46,1.00,-228.90,E
S,13.30,9.30,21.18,27.43,24.93,29.92,10.00,0.76,76.24,-0.35,1.00,-255.58,E
